permit_,permit_type,reported_cost,issue_date,street_number,street_direction,street_name,contact_1_city,contact_1_state,work_description,contact_1_zipcode,community_area,ward,address,zip_code
B200415154,PERMIT – EXPRESS PERMIT PROGRAM,,2025-03-04T00:00:00.000,20,N,WACKER DR,,,ELECTRICAL MAINTENANCE PERMIT. OCCUPANCY: BUSINESS. START DATE: 3/1/2025. END DATE: 3/31/2025. ALL WORK UNDER THIS PERMIT MUST BE PERFORMED BY EMPLOYEES OF THE LISTED ELECTRICAL CONTRACTOR. THE ELECTRICAL CONTRACTOR MUST MAINTAIN COMPLETE WRITTEN RECORDS OF ALL WORK PERFORMED UNDER THIS PERMIT AND MAKE THOSE RECORDS AVAILABLE TO THE BUILDING COMMISSIONER UPON REQUEST.,,32,42,"20 N WACKER DR, CHICAGO, IL",
B200416046,PERMIT – EXPRESS PERMIT PROGRAM,7000,2025-03-05T00:00:00.000,3751,N,ORIOLE AVE,,,LINE VOLTAGE ELECTRICAL WORK. ADD 14 CIRCUITS TO EXISTING 100 AMP SERVICE DISCONNECTING MEANS. RECEPTACLE OUTLETS: 30 . LIGHTING OUTLETS: 20. SPECIFIC LOCATION: WHOLE HOUSE.,,17,38,"3751 N ORIOLE AVE, CHICAGO, IL",
B200415498,PERMIT – EXPRESS PERMIT PROGRAM,1500,2025-03-05T00:00:00.000,3751,N,ORIOLE AVE,,,"REPAIR OR IN-KIND REPLACEMENT OF 3 PLUMBING FIXTURES AS DESCRIBED IN PERMIT APPLICATION.  INCLUDES REPAIR OR REPLACMENT OF PLUMBING PIPING.  INCLUDES REPAIR OR REPLACEMENT OF PLUMBING RISERS IN EXISTING CHASES.  LOCATIONS: 1 RESIDENTIAL UNIT(S), 0 NON-RESIDENTIAL UNIT(S), BASEMENT AND 1ST FLOOR.",,17,38,"3751 N ORIOLE AVE, CHICAGO, IL",
B200420848,PERMIT – EXPRESS PERMIT PROGRAM,40000,2025-04-21T00:00:00.000,5922,N,CLARK ST,,,LOW VOLTAGE/COMMUNICATION ELECTRICAL WORK. ALTER EXISTING OTHER. SPECIFIC LOCATION: TELECOM ROOFTOP.,,77,40,"5922 N CLARK ST, CHICAGO, IL",
B200415988,PERMIT – EXPRESS PERMIT PROGRAM,,2025-03-05T00:00:00.000,2200,N,CANNON DR,,,ELECTRICAL MAINTENANCE PERMIT. OCCUPANCY: ASSEMBLY. START DATE: 3/5/2025. END DATE: 4/4/2025. ALL WORK UNDER THIS PERMIT MUST BE PERFORMED BY EMPLOYEES OF THE LISTED ELECTRICAL CONTRACTOR. THE ELECTRICAL CONTRACTOR MUST MAINTAIN COMPLETE WRITTEN RECORDS OF ALL WORK PERFORMED UNDER THIS PERMIT AND MAKE THOSE RECORDS AVAILABLE TO THE BUILDING COMMISSIONER UPON REQUEST.,,7,43,"2200 N CANNON DR, CHICAGO, IL",
B200412857,PERMIT – EXPRESS PERMIT PROGRAM,45000,2025-03-05T00:00:00.000,2250,E,75TH ST,,,ALTERATION OF EXISTING COMMUNICATION EQUIPMENT.  ALTERATION OF 0 BOXES AND EQUIPMENT ON 1 TOWERS / STRUCTURES.  LOCATION: EXISTING WIRELESS COMMUNICATION FACILITY.,,43,7,"2250 E 75TH ST, CHICAGO, IL",
100345059,PERMIT - RENOVATION/ALTERATION,4000,2010-05-20T00:00:00.000,510,S,CLAREMONT AVE,CHICAGO,IL,"REMOVE EXISTING ENCLOSED PORCH AND REPLACE WITH OPEN WOOD FRAME PORCH, NO ROOF. USING PORCH PROTOTYPE.",,28,2,"510 S CLAREMONT AVE, CHICAGO, IL",
100362929,PERMIT - RENOVATION/ALTERATION,75000,2011-07-25T00:00:00.000,3208,W,WARREN BLVD,,,INTERIOR ALTERATIONS AND REAR PORCH REPLACEMENT - DUPLEX FIRST FLOOR TO BASEMENT/SECOND FLOOR TO THIRD FLOOR,,27,28,"3208 W WARREN BLVD, CHICAGO, IL",
100547603,PERMIT - NEW CONSTRUCTION,1000,2014-06-30T00:00:00.000,3200,N,LINCOLN AVE,,,PERMIT EXPIRES ON 08/26/2014 ERECT MOBILE STAGE  (SOUTH STAGE) 24 X 16 FOR THE TASTE OF LAKEVIEW 7-5-2014 TO 7-6-2014,,6,32,"3200 N LINCOLN AVE, CHICAGO, IL",
B200402461,PERMIT – EXPRESS PERMIT PROGRAM,3500,2024-11-04T00:00:00.000,2032,N,MILWAUKEE AVE,,,"TUCKPOINTING AND UNIT MASONRY REPAIR / REPLACEMENT: 500 SQ. FT., LINTEL QTY. 0, MAX. LENGTH 0. LOCATION: ALLEYWAY, REAR SIDE OF THE BUILDING.",,22,1,"2032 N MILWAUKEE AVE, CHICAGO, IL",
B200415397,PERMIT – EXPRESS PERMIT PROGRAM,3500,2025-03-07T00:00:00.000,11601,W,TOUHY AVE,,,LOW VOLTAGE/COMMUNICATION ELECTRICAL WORK. INSTALL DATA/VIDEO. SPECIFIC LOCATION: T5 UPPER LEVEL WEST AIRLINE CORRIDOR.,,76,41,"11601 W TOUHY AVE, CHICAGO, IL",
B200414793,PERMIT – EXPRESS PERMIT PROGRAM,290723,2025-03-10T00:00:00.000,1936,S,MICHIGAN AVE,,,"IN-KIND REPLACEMENT OF EXTERIOR WINDOWS AND DOORS IN EXISTING OPENINGS. REPLACEMENT WINDOWS: 1; REPLACEMENT SKYLIGHTS: 0; REPLACEMENT DOORS: 0. AFFECTS: 0 RESIDENTIAL UNIT(S), 1 NON-RESIDENTIAL UNIT(S), LOCATION: NORTH ELEVATION.",,33,3,"1936 S MICHIGAN AVE, CHICAGO, IL",
B200412696,PERMIT – EXPRESS PERMIT PROGRAM,14404,2025-02-19T00:00:00.000,2550,N,CLYBOURN AVE,,,"REPAIR/REPLACEMENT AFFECTING 1 SYSTEMS :   1 ROOFTOP PACKAGED UNIT(TRANE RTU- 4YCC4024E1060AA-ROOFTOP) . ELECTRICAL WORK UNDER THIS PERMIT = NO . LOCATIONS: 0 RESIDENTIAL UNIT(S), 1 NON-RESIDENTIAL UNIT(S), EXTERIOR WORK,  ROOFTOP-REPLACE/REPAIR 1 RTU LIKE FOR LIKE. | SPECIAL CONDITION: CONTACT REFRIGERATION SUPERVISOR CLEMENT GAVIN 312-743-3562, PRIOR TO THE INSTALLATION OF ANY ROOFTOP EQUIPMENT, TO SCHEDULE AN INSPECTION.",,7,32,"2550 N CLYBOURN AVE, CHICAGO, IL",
B200416115,PERMIT – EXPRESS PERMIT PROGRAM,250000,2025-03-11T00:00:00.000,435,N,LA SALLE DR,EDISON,NJ,"REPAIR/REPLACEMENT AFFECTING 1 SYSTEMS :   1 ROOFTOP PACKAGED UNIT(CARRIER, 50K3DF50-4-5A0C0S0, ROOF)  1 ROOFTOP PACKAGED UNIT(CARRIER / 50K3DF60-4-5A0C0S0 / ROOF) . ELECTRICAL WORK UNDER THIS PERMIT = YES . LOCATIONS: 0 RESIDENTIAL UNIT(S), 2 NON-RESIDENTIAL UNIT(S), EXTERIOR WORK,  ROOF AREA. | SPECIAL CONDITION: CONTACT REFRIGERATION SUPERVISOR CLEMENT GAVIN 312-743-3562, PRIOR TO THE INSTALLATION OF ANY ROOFTOP EQUIPMENT, TO SCHEDULE AN INSPECTION.",,8,42,"435 N LA SALLE DR, CHICAGO, IL",
B200415885,PERMIT – EXPRESS PERMIT PROGRAM,,2025-03-11T00:00:00.000,2020,N,LINCOLN PARK WEST,,,"TEMPORARY SCAFFOLDING: QTY: 5,  MAX. LENGTH: 30 FT., MAX. HEIGHT: 40 FT. LOCATION: TOP DOWN FROM SOUTHWEST CORNER TO NORTHWEST,  EAST. PERMIT EXPIRATION DATE: 365 DAYS FROM PERMIT ISSUED DATE",,7,43,"2020 N LINCOLN PARK WEST, CHICAGO, IL",
100198284,PERMIT - NEW CONSTRUCTION,12000000,2007-09-05T00:00:00.000,155,N,WACKER DR,CHICAGO,IL,FOUNDATION ONLY FOR NEW 48 STORY OFFICE BUILDING. 2 LEVELS OF BELOW GRADE PARKING AND 1ST FLOOR RETAIL SPACE.,,,,"155 N WACKER DR, CHICAGO, IL",
100211283,PERMIT - NEW CONSTRUCTION,160000000,2007-12-03T00:00:00.000,155,N,WACKER DR,CHICAGO,IL,"PROPOSED 48 STORY WITH MECHANICAL PENTHOUSE, 2 LEVELS OF BELOW GRADE PARKING, FIRST FLOOR RETAIL AND LOBBY OFFICE BUILDING.",,,,"155 N WACKER DR, CHICAGO, IL",
100547609,PERMIT - NEW CONSTRUCTION,10100000,2014-06-26T00:00:00.000,444,W,LAKE ST,HOUSTON,TX,FOUNDATION ONLY PERMIT FOR FUTURE OFFICE TOWER AT 444 W. LAKE STREET.,,28,42,"444 W LAKE ST, CHICAGO, IL",
100700499,PERMIT - RENOVATION/ALTERATION,216700,2017-08-15T00:00:00.000,200,W,RANDOLPH ST,CANADA,,"EXTERIOR STAIR TOWER CLADDING ON SOUTH, EAST AND WEST ELEVATIONS OF EXISTING PARKING GARAGE AS PART OF THE 151 N. FRANKLIN DEVELOPMENT AS REQUIRED BY THE PLANNED DEVELOPMENT.(CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS)",,32,42,"200 W RANDOLPH ST, CHICAGO, IL",
100726246,PERMIT - RENOVATION/ALTERATION,1995000,2018-03-23T00:00:00.000,151,N,FRANKLIN ST,CANADA,,"***DIRECT DEVELOPER SERVICES*** REVISION TO FULL BUILDING PERMIT #100660277 ON LEVELS 1, MEZZANINE, 2, 3, 4, 5, 18, 19, 35 AND ROOF PLAN TO INCLUDE REVISED FITNESS CENTER, CONFERENCE CENTER, PREFUNCTION AND TERRACE LAYOUTS.  RELOCATE MENS'S AND WOMEN'S TOILET ROOMS AND MISCELLANEOUS REVISIONS PER PLAN. NO REVISIONS TO LANDSCAPE UNDER THIS PERMIT.",,32,42,"151 N FRANKLIN ST, CHICAGO, IL",
101011799,PERMIT - SCAFFOLDING,1,2023-04-05T00:00:00.000,4125,S,STATE ST,,,ERECT 1 SCAFFOLD 1/12/2023 TO 1/12/2024,,38,3,"4125 S STATE ST, CHICAGO, IL",
B200416501,PERMIT – EXPRESS PERMIT PROGRAM,3500,2025-03-12T00:00:00.000,11565,S,LAFAYETTE AVE,,,LINE VOLTAGE ELECTRICAL WORK. NEW PERMANENT 100 AMP SERVICE DISCONNECTING MEANS WITH 15 CIRCUITS. RECEPTACLE OUTLETS: 12 . LIGHTING OUTLETS: 0. SPECIFIC LOCATION: 100 AMP ELECTRICAL SERVICE ON THE REAR OF HOUSE.,,53,9,"11565 S LAFAYETTE AVE, CHICAGO, IL",
B200416737,PERMIT – EXPRESS PERMIT PROGRAM,,2025-03-12T00:00:00.000,5354,N,SHERIDAN RD,,,CHANGE OF OWNER FOR PERMIT 100960694. NEW OWNER LISTED ON THIS PERMIT.,,77,48,"5354 N SHERIDAN RD, CHICAGO, IL",
B200416879,PERMIT – EXPRESS PERMIT PROGRAM,8000,2025-03-13T00:00:00.000,2306,N,LAWNDALE AVE,,,LINE VOLTAGE ELECTRICAL WORK. NEW PERMANENT 200 AMP SERVICE DISCONNECTING MEANS WITH 60 CIRCUITS. RECEPTACLE OUTLETS: 40 . LIGHTING OUTLETS: 30. SPECIFIC LOCATION: BASEMENT AT THE BACK OF THE HOUSE.,,22,35,"2306 N LAWNDALE AVE, CHICAGO, IL",
101066282,PERMIT - EASY PERMIT PROCESS,500000,2025-03-13T00:00:00.000,1521,S,WABASH AVE,JUSTICE,IL,"CEDA.  REPLACE HEATING BOILERS, PUMPS, ROOF EXHAUST FANS AND AIR UNITS.",,33,3,"1521 S WABASH AVE, CHICAGO, IL",
B200414307,PERMIT – EXPRESS PERMIT PROGRAM,50000,2025-03-14T00:00:00.000,909,W,BLISS ST,,,"SCOPE: NONSTRUCTURAL INTERIOR ALTERATION TO EXISTING 5TH FLOOR OFFICE SUITE 504 (1923 SQ FT), WORK INCLUDES PLUMBING, ELECTRICAL AND MECHANICAL FOR KITCHENETTE AND SINGLE OFFICE SUITE. LOCATIONS: 0 RESIDENTIAL UNIT(S), 1 NON-RESIDENTIAL UNIT(S), OFFICE SUITE 504 | SPECIAL CONDITION: ALL OTHER WORK PERMITTED ON 101060941",,8,27,"909 W BLISS ST, CHICAGO, IL",
B200416463,PERMIT – EXPRESS PERMIT PROGRAM,4410,2025-03-14T00:00:00.000,9411,S,NORMAL AVE,,,PURPOSE: NEW/REPLACEMENT INSTALLATION. WOOD FENCE - 6'-0' ' (HEIGHT) X 112'-0' ' (LENGTH). LOCATION: REAR SIDE OF THE PROPERTY.,,73,9,"9411 S NORMAL AVE, CHICAGO, IL",
B200413136,PERMIT – EXPRESS PERMIT PROGRAM,,2025-03-17T00:00:00.000,155,N,WACKER DR,,,FIRE ALARM: MODIFICATION OF EXISTING SYSTEM. ASSOCIATED BUILDING PERMIT:101063564. AFFECTS: 0 DWELLING UNITS; 1 NON-RESIDENTIAL UNITS. HIGH-RISE BUILDING: YES. VOICE COMMUNICATION: NO. SPECIAL LOCKING: YES. MONITORING TYPE: SUPERVISING STATION . SPECIFIC LOCATION: FLOORS 32 & 33.,,32,42,"155 N WACKER DR, CHICAGO, IL",
B200417067,PERMIT – EXPRESS PERMIT PROGRAM,,2025-03-17T00:00:00.000,8410,W,BRYN MAWR AVE,,,"TEMPORARY SCAFFOLDING: QTY: 1,  MAX. LENGTH: 90 FT., MAX. HEIGHT: 140 FT. LOCATION: EAST ELEVATION. PERMIT EXPIRATION DATE: 365 DAYS FROM PERMIT ISSUED DATE",,76,41,"8410 W BRYN MAWR AVE, CHICAGO, IL",
100700401,PERMIT - RENOVATION/ALTERATION,30000,2017-07-13T00:00:00.000,8036,S,ESCANABA AVE,,,"DECONVERT 4 DU TO 2 DU, INTERIOR REMODELING ON EXISTING BRICK 2 STORY RESIDENTIAL BUILDING W/BASEMENT, ERECT NEW FRAME 3 CAR PRIVATE DETACHED GARAGE PER PLAN.  PARTIAL TUCKPOINTING OF EXISTING MASONRY WALLS & PARAPETS FOR ABOUT 180 SF.               **CERTIFIED PLAN CORRECTIONS PROJECT - CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS **",,46,7,"8036 S ESCANABA AVE, CHICAGO, IL",
B200399181,PERMIT – EXPRESS PERMIT PROGRAM,24315,2024-10-09T00:00:00.000,5431,N,EAST RIVER RD,,,"TUCKPOINTING AND UNIT MASONRY REPAIR / REPLACEMENT: 20 SQ. FT., LINTEL QTY. 0, MAX. LENGTH 0. LOCATION: REPAIR MASONRY AT METAL FLUE STACK CONNECTIONS.",,76,41,"5431 N EAST RIVER RD, CHICAGO, IL",
B200411583,PERMIT – EXPRESS PERMIT PROGRAM,45000,2025-03-19T00:00:00.000,4503,N,KILDARE AVE,,,"SCOPE: NONSTRUCTURAL INTERIOR ALTERATION TO BASEMENT WITHIN SINGLE FAMILY RESIDENCE, TO RELOCATE DUCTWORK, WALLS AND DOORS, RELOCATE ELECTRICAL OUTLETS AND LIGHT FIXTURES. LOCATIONS: 1 RESIDENTIAL UNIT(S), 0 NON-RESIDENTIAL UNIT(S), BASEMENT.",,16,39,"4503 N KILDARE AVE, CHICAGO, IL",
B200414855,PERMIT – EXPRESS PERMIT PROGRAM,,2025-03-19T00:00:00.000,203,N,LA SALLE ST,,,FIRE ALARM: MODIFICATION OF EXISTING SYSTEM. ASSOCIATED BUILDING PERMIT:101062841. AFFECTS: 0 DWELLING UNITS; 1 NON-RESIDENTIAL UNITS. HIGH-RISE BUILDING: YES. VOICE COMMUNICATION: YES. SPECIAL LOCKING: YES. MONITORING TYPE: SUPERVISING STATION . SPECIFIC LOCATION: 17TH FLOOR.,,32,42,"203 N LA SALLE ST, CHICAGO, IL",
B200008387,PERMIT – EXPRESS PERMIT PROGRAM,120000,2024-02-20T00:00:00.000,4401,W,ROOSEVELT RD,,,PARAPET REBUILDING: 945 SQ. FT. LOCATION: NORTH WALL.,,29,24,"4401 W ROOSEVELT RD, CHICAGO, IL",
B200414860,PERMIT – EXPRESS PERMIT PROGRAM,,2025-03-21T00:00:00.000,203,N,LA SALLE ST,,,FIRE ALARM: MODIFICATION OF EXISTING SYSTEM. ASSOCIATED BUILDING PERMIT:101065325. AFFECTS: 0 DWELLING UNITS; 1 NON-RESIDENTIAL UNITS. HIGH-RISE BUILDING: YES. VOICE COMMUNICATION: YES. SPECIAL LOCKING: YES. MONITORING TYPE: SUPERVISING STATION . SPECIFIC LOCATION: 24TH FLOOR.,,32,42,"203 N LA SALLE ST, CHICAGO, IL",
B200417720,PERMIT – EXPRESS PERMIT PROGRAM,,2025-03-21T00:00:00.000,12800,S,BUTLER DR,,,ELECTRICAL MAINTENANCE PERMIT. OCCUPANCY: FACTORY/INDUSTRIAL. START DATE: 4/1/2025. END DATE: 5/1/2025. ALL WORK UNDER THIS PERMIT MUST BE PERFORMED BY EMPLOYEES OF THE LISTED ELECTRICAL CONTRACTOR. THE ELECTRICAL CONTRACTOR MUST MAINTAIN COMPLETE WRITTEN RECORDS OF ALL WORK PERFORMED UNDER THIS PERMIT AND MAKE THOSE RECORDS AVAILABLE TO THE BUILDING COMMISSIONER UPON REQUEST.,,51,10,"12800 S BUTLER DR, CHICAGO, IL",
B200416604,PERMIT – EXPRESS PERMIT PROGRAM,50000,2025-03-21T00:00:00.000,55,W,MONROE ST,,,"EXTERIOR METAL COLUMN COVER REPAIRS PER STRUCTURAL REPORT. LOCATIONS: 0 RESIDENTIAL UNIT(S), 0 NON-RESIDENTIAL UNIT(S), ENTRANCE COLUMNS",,32,34,"55 W MONROE ST, CHICAGO, IL",
B200418045,PERMIT – EXPRESS PERMIT PROGRAM,267820,2025-03-24T00:00:00.000,1309,S,ROCKWELL ST,,,"TUCKPOINTING AND UNIT MASONRY REPAIR / REPLACEMENT: 3000 SQ. FT., LINTEL QTY. 0, MAX. LENGTH 0. PARAPET REBUILDING: 1000 SQ. FT. LOCATION: ALL ELEVATIONS.",,,,"1309 S ROCKWELL ST, CHICAGO, IL",
B200398166,PERMIT – EXPRESS PERMIT PROGRAM,12000,2024-09-20T00:00:00.000,9200,S,WINCHESTER AVE,,,PURPOSE: NEW/REPLACEMENT INSTALLATION. WOOD FENCE - 6'-0' ' (HEIGHT) X 116'-0' ' (LENGTH). LOCATION: BACKYARD.,,72,19,"9200 S WINCHESTER AVE, CHICAGO, IL",
B200398927,PERMIT – EXPRESS PERMIT PROGRAM,13500,2024-10-02T00:00:00.000,5433,S,CLAREMONT AVE,,,LINE VOLTAGE ELECTRICAL WORK. NEW PERMANENT 400 AMP SERVICE DISCONNECTING MEANS WITH 6 CIRCUITS. RECEPTACLE OUTLETS: 90 . LIGHTING OUTLETS: 40. SPECIFIC LOCATION: CORRECT VIOLATIONS AND SERVICE.,,63,16,"5433 S CLAREMONT AVE, CHICAGO, IL",
100773741,PERMIT - SCAFFOLDING,1,2018-07-23T00:00:00.000,3150,N,LAKE SHORE DR,,,ERECT ONE SCAFFOLD FROM 07/25/2018 TO 07/25/2019.,,6,44,"3150 N LAKE SHORE DR, CHICAGO, IL",
100692753,PERMIT - RENOVATION/ALTERATION,20000,2017-04-01T00:00:00.000,3254,S,ABERDEEN ST,,,DECONVERSION OF 2 D.U. TO SINGLE FAMILY HOUSE WITH INTERIOR REMODELING AND ALTERATIONS TO AN EXISTING 2 1/2 STORY BUILDING WITH BASEMENT AS PER PLANS.,,60,11,"3254 S ABERDEEN ST, CHICAGO, IL",
B200418800,PERMIT – EXPRESS PERMIT PROGRAM,596977,2025-03-27T00:00:00.000,77,W,WACKER DR,,,"LOW VOLTAGE/COMMUNICATION ELECTRICAL WORK. ALTER EXISTING SECURITY. SPECIFIC LOCATION: THE 18TH AND 19TH FLOORS, AND FLOORS 24 THROUGH 38.",,32,42,"77 W WACKER DR, CHICAGO, IL",
100721807,PERMIT - RENOVATION/ALTERATION,377950,2017-09-21T00:00:00.000,4950,N,MARINE DR,,,"INSTALL NEW SUMP PUMP, EXTERIOR STORM BASIN AND ASSOCIATED PIPING IN AN EXISTING RESIDENTIAL BUILDING AS PER PLANS.",,3,48,"4950 N MARINE DR, CHICAGO, IL",
B200418975,PERMIT – EXPRESS PERMIT PROGRAM,,2025-03-28T00:00:00.000,1640,W,JACKSON BLVD,,,ELECTRICAL MAINTENANCE PERMIT. OCCUPANCY: BUSINESS. START DATE: 4/1/2025. END DATE: 5/1/2025. ALL WORK UNDER THIS PERMIT MUST BE PERFORMED BY EMPLOYEES OF THE LISTED ELECTRICAL CONTRACTOR. THE ELECTRICAL CONTRACTOR MUST MAINTAIN COMPLETE WRITTEN RECORDS OF ALL WORK PERFORMED UNDER THIS PERMIT AND MAKE THOSE RECORDS AVAILABLE TO THE BUILDING COMMISSIONER UPON REQUEST.,,28,34,"1640 W JACKSON BLVD, CHICAGO, IL",
B200418976,PERMIT – EXPRESS PERMIT PROGRAM,,2025-03-28T00:00:00.000,1645,W,JACKSON BLVD,,,ELECTRICAL MAINTENANCE PERMIT. OCCUPANCY: BUSINESS. START DATE: 4/1/2025. END DATE: 5/1/2025. ALL WORK UNDER THIS PERMIT MUST BE PERFORMED BY EMPLOYEES OF THE LISTED ELECTRICAL CONTRACTOR. THE ELECTRICAL CONTRACTOR MUST MAINTAIN COMPLETE WRITTEN RECORDS OF ALL WORK PERFORMED UNDER THIS PERMIT AND MAKE THOSE RECORDS AVAILABLE TO THE BUILDING COMMISSIONER UPON REQUEST.,,28,34,"1645 W JACKSON BLVD, CHICAGO, IL",
B200418981,PERMIT – EXPRESS PERMIT PROGRAM,,2025-03-28T00:00:00.000,410,N,MICHIGAN AVE,,,ELECTRICAL MAINTENANCE PERMIT. OCCUPANCY: BUSINESS. START DATE: 4/1/2025. END DATE: 5/1/2025. ALL WORK UNDER THIS PERMIT MUST BE PERFORMED BY EMPLOYEES OF THE LISTED ELECTRICAL CONTRACTOR. THE ELECTRICAL CONTRACTOR MUST MAINTAIN COMPLETE WRITTEN RECORDS OF ALL WORK PERFORMED UNDER THIS PERMIT AND MAKE THOSE RECORDS AVAILABLE TO THE BUILDING COMMISSIONER UPON REQUEST.,,8,42,"410 N MICHIGAN AVE, CHICAGO, IL",
B200418390,PERMIT – EXPRESS PERMIT PROGRAM,3880,2025-03-28T00:00:00.000,34,S,WALLER AVE,CHICAGO,IL,PURPOSE: NEW/REPLACEMENT INSTALLATION. CHAIN LINK FENCE - 6'-0' ' (HEIGHT) X 48'-0' ' (LENGTH). LOCATION: REAR SIDE OF THE PROPERTY.,,25,29,"34 S WALLER AVE, CHICAGO, IL",
B200418977,PERMIT – EXPRESS PERMIT PROGRAM,,2025-03-28T00:00:00.000,300,S,ASHLAND AVE,,,ELECTRICAL MAINTENANCE PERMIT. OCCUPANCY: BUSINESS. START DATE: 4/1/2025. END DATE: 5/1/2025. ALL WORK UNDER THIS PERMIT MUST BE PERFORMED BY EMPLOYEES OF THE LISTED ELECTRICAL CONTRACTOR. THE ELECTRICAL CONTRACTOR MUST MAINTAIN COMPLETE WRITTEN RECORDS OF ALL WORK PERFORMED UNDER THIS PERMIT AND MAKE THOSE RECORDS AVAILABLE TO THE BUILDING COMMISSIONER UPON REQUEST.,,28,34,"300 S ASHLAND AVE, CHICAGO, IL",
100618504,PERMIT - RENOVATION/ALTERATION,11200,2016-04-18T00:00:00.000,300,W,26TH ST,,,"PROPOSING A NEW EXTERIOR ENTRY DOOR WITH STEEL STAIR AND LANDING. NEW ADA RAMP AT THE REAR EXIT PER PLANS AND ADA CODES. EXTERIOR LIGHT FIXTURE WITH GFI OUTLET AND EMERGENCY LIGHTING AT EXIT PER PLANS.  ""FLY BY NITE ART AND ANTIQUES""",,34,11,"300 W 26TH ST, CHICAGO, IL",
B200418984,PERMIT – EXPRESS PERMIT PROGRAM,,2025-03-31T00:00:00.000,50,S,LA SALLE ST,,,ELECTRICAL MAINTENANCE PERMIT. OCCUPANCY: BUSINESS. START DATE: 4/1/2025. END DATE: 5/1/2025. ALL WORK UNDER THIS PERMIT MUST BE PERFORMED BY EMPLOYEES OF THE LISTED ELECTRICAL CONTRACTOR. THE ELECTRICAL CONTRACTOR MUST MAINTAIN COMPLETE WRITTEN RECORDS OF ALL WORK PERFORMED UNDER THIS PERMIT AND MAKE THOSE RECORDS AVAILABLE TO THE BUILDING COMMISSIONER UPON REQUEST.,,32,42,"50 S LA SALLE ST, CHICAGO, IL",
100234472,PERMIT - WRECKING/DEMOLITION,175000,2008-05-16T00:00:00.000,11400,S,BURLEY AVE,SOUTH HOLLAND,IL,"WRECK & REMOVE CONTROL ROOM, LAB & STOREHOUSE & MISC EQUIPMENT ENCLOSURES",,52,10,"11400 S BURLEY AVE, CHICAGO, IL",
B200415736,PERMIT – EXPRESS PERMIT PROGRAM,3000,2025-04-01T00:00:00.000,4456,S,PRAIRIE AVE,CHICAGO,IL,"TUCKPOINTING AND UNIT MASONRY REPAIR / REPLACEMENT: 450 SQ. FT., LINTEL QTY. 0, MAX. LENGTH 0. LOCATION: EXTERIOR. | SPECIAL CONDITION: MUST COORDINATE INSPECTION WITH COURT INSPECTOR",,38,3,"4456 S PRAIRIE AVE, CHICAGO, IL",
100421944,PERMIT - RENOVATION/ALTERATION,10000,2011-12-23T00:00:00.000,5311,S,MARYLAND AVE,CHICAGO,IL,"REVISE PERMIT #100401329, REPAIR OPEN WOOD PORCH PER PLANS",,41,5,"5311 S MARYLAND AVE, CHICAGO, IL",
101067360,PERMIT - REINSTATE REVOKED PMT,0,2025-04-01T00:00:00.000,2945,W,BELDEN AVE,CHICAGO,IL,REINSTATE PERMIT NO 101002165 MUST BEGIN WORK AND OR REQUEST INSPECTIONS NO LATER THAN OCTOBER 2025 ON PERMIT NO 101002165,,22,1,"2945 W BELDEN AVE, CHICAGO, IL",
B200418660,PERMIT – EXPRESS PERMIT PROGRAM,300,2025-04-02T00:00:00.000,8223,S,LUELLA AVE,,,LOW VOLTAGE/COMMUNICATION ELECTRICAL WORK. INSTALL SECURITY. SPECIFIC LOCATION: UTILITY ROOM.,,46,8,"8223 S LUELLA AVE, CHICAGO, IL",
B200416864,PERMIT – EXPRESS PERMIT PROGRAM,,2025-04-02T00:00:00.000,205,N,MICHIGAN AVE,,,FIRE ALARM: MODIFICATION OF EXISTING SYSTEM. ASSOCIATED BUILDING PERMIT:B200416864. AFFECTS: 0 DWELLING UNITS; 1 NON-RESIDENTIAL UNITS. HIGH-RISE BUILDING: YES. VOICE COMMUNICATION: YES. SPECIAL LOCKING: NO. MONITORING TYPE: SUPERVISING STATION . SPECIFIC LOCATION: CORRIDOR / HALLWAY.,,32,42,"205 N MICHIGAN AVE, CHICAGO, IL",
B100419352,PERMIT – EXPRESS PERMIT PROGRAM,1000,2011-11-18T00:00:00.000,325,N,LA SALLE ST,,IL,ELECTRICAL MAINTENANCE FOR MONTH OF NOV.,,8,42,"325 N LA SALLE ST, CHICAGO, IL",
B200418626,PERMIT – EXPRESS PERMIT PROGRAM,,2025-04-03T00:00:00.000,20,N,WACKER DR,,,ELECTRICAL MAINTENANCE PERMIT. OCCUPANCY: BUSINESS. START DATE: 4/1/2025. END DATE: 5/1/2025. ALL WORK UNDER THIS PERMIT MUST BE PERFORMED BY EMPLOYEES OF THE LISTED ELECTRICAL CONTRACTOR. THE ELECTRICAL CONTRACTOR MUST MAINTAIN COMPLETE WRITTEN RECORDS OF ALL WORK PERFORMED UNDER THIS PERMIT AND MAKE THOSE RECORDS AVAILABLE TO THE BUILDING COMMISSIONER UPON REQUEST.,,32,42,"20 N WACKER DR, CHICAGO, IL",
